expose_id;plz;region;typ;etagenzahl;wohnflaeche;kaufpreis;grundstueck;zimmer;schlafzimmer;badezimmer;baujahr;modernisierung;bauphase;objektzustand;heizungsart;energietraeger;energieausweis;energieausweistyp;energiebedarf;energieeffizienzklasse
123935664;31319;31319 Sehnde, Hannover (Kreis);Reihenmittelhaus;2;92;249000;192;4;;;1974;2015;Haus fertig gestellt;Renovierungsbedürftig;Zentralheizung;Gas;liegt vor;Bedarfsausweis;185,9;F
123935665;48565;48565 Steinfurt, Steinfurt (Kreis);Einfamilienhaus (freistehend);2;125;259000;257;6;;;unbekannt;;;;;Gas;liegt vor;Bedarfsausweis;200;G
123935669;85253;85253 Erdweg, Dachau (Kreis);Doppelhaushälfte;2;110;649000;298;4;;;1999;;;;;Öl;liegt vor;Verbrauchsausweis;;D
123935727;37235;37235 Hessisch Lichtenau, Werra-Meißner-Kreis;Mehrfamilienhaus;2;250;365000;908;10;;;1959;;;Neuwertig;;Gas;liegt vor;Bedarfsausweis;177,2;F
123935837;65558;65558 Eppenrod, Rhein-Lahn-Kreis;Einfamilienhaus (freistehend);2;190;255000;628;5;3;2;1991;1991;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;148,8;E
123935875;12589;12589 Berlin, Rahnsdorf;Wohnimmobilie (sonstige);2;155;650000;830;5;;;1936;;;Modernisiert;Gas-Heizung;Erdgas schwer;;Verbrauchsausweis;;E
123935880;40670;40670 Meerbusch, Neuss (Rhein-Kreis);Einfamilienhaus (freistehend);2;156;530000;300;4;3;2;1983;;;Gepflegt;Fußbodenheizung;Strom;liegt vor;Verbrauchsausweis;;C
123936019;35510;35510 Butzbach, Wetteraukreis;Bungalow;2;280,69;824900;912;9;6;3;1974;2018;;Neuwertig;Gas-Heizung;;liegt vor;Bedarfsausweis;108;D
123936034;12305;12305 Berlin, Lichtenrade;Mehrfamilienhaus;3;430;1375000;841;14;;;1965;2006;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;208;A
123936164;12305;12305 Berlin, Lichtenrade;Mehrfamilienhaus;3;430;1375000;841;14;;;1965;2006;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;208;A
123936239;66851;66851 Bann, Kaiserslautern (Kreis);Einfamilienhaus (freistehend);2;214;239000;711;7;4;2;1989;;Haus fertig gestellt;Renovierungsbedürftig;Zentralheizung;Öl;liegt vor;Bedarfsausweis;178,8;F
123936355;67549;67549 Worms, Innenstadt West;Einfamilienhaus (freistehend);2;192,41;319000;145;9;4;3;1930;;Haus fertig gestellt;Renovierungsbedürftig;Zentralheizung;Gas;liegt vor;Bedarfsausweis;471,7;H
123936356;02943;02943 Weißwasser, Weißwasser/Oberlausitz;Mehrfamilienhaus;2;283;209000;1960;9;6;3;1904;2012;Haus fertig gestellt;Gepflegt;Zentralheizung;Solar, Holzpellets, Erdgas schwer;liegt vor;Bedarfsausweis;269;H
123936362;46395;46395 Bocholt, Borken (Kreis);Doppelhaushälfte;2;130;349000;210,62;4;;;1997;;;;;Gas;liegt vor;Verbrauchsausweis;;D
123936577;72813;72813 St. Johann, Sankt Johann;Bauernhaus;2;143;350000;1558;5;;;1897;;;;;Strom;liegt vor;Bedarfsausweis;269,5;H
123936783;74889;74889 Sinsheim, Rhein-Neckar-Kreis;Villa;1;219;745000;888;5;3;2;1986;;;;;Strom;liegt vor;Verbrauchsausweis;;E
123936939;64760;64760 Oberzent, Beerfelden;Wohnimmobilie (sonstige);1;128,74;310000;2953;5;3;2;1969;2007;Haus fertig gestellt;Renovierungsbedürftig;Zentralheizung;Öl;liegt vor;Bedarfsausweis;194,8;F
123937018;26215;26215 Wiefelstede, Ammerland (Kreis);Einfamilienhaus (freistehend);1;155;365000;832;6;4;1;1982;;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;179,8;F
123937216;04862;04862 Mockrehna , Mockrehna;Einfamilienhaus (freistehend);2;145;60000;1225;5;1;1;1958;;Haus fertig gestellt;Renovierungsbedürftig;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;D
123937314;25355;25355 Barmstedt, Pinneberg (Kreis);Doppelhaushälfte;2;62,44;219000;373,5;2,5;1;1;1961;;;Modernisiert;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;G
123937547;27574;27574 Bremerhaven, Surheide;Mehrfamilienhaus;2;216;349000;731;8;;2;1979;;Haus fertig gestellt;Gepflegt;;Gas;liegt vor;Verbrauchsausweis;;F
123937721;29225;29225 Celle / Wietzenbruch, Celle;Reiheneckhaus;2;120;320000;340;6;4;1;1963;2020;Haus fertig gestellt;Saniert;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;E
123937729;21224;21224 Rosengarten, Harburg (Kreis);Einfamilienhaus (freistehend);2;232,46;749000;780;6;;3;1969;2003;;Saniert;Etagenheizung;Solar, Öl, Holz;liegt vor;Verbrauchsausweis;;C
123937778;14089;14089 Berlin, Kladow;Einfamilienhaus (freistehend);2;140;850000;620;5;;;1986;;;;Fußbodenheizung;Öl;liegt vor;Bedarfsausweis;96,6;C
123937906;38102;38102 Braunschweig, Viewegsgarten-Bebelhof;Besondere Immobilie;2;121;745000;570;4;2;2;1965;;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;A
123937967;16341;16341 Panketal, Barnim (Kreis);Bungalow;1;90;399000;1131;4;1;1;1994;2015;Haus fertig gestellt;Nach Vereinbarung;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;G
123937971;12589;12589 Berlin, Rahnsdorf;Wohnimmobilie (sonstige);2;155;830000;1528;5;;;1936;;;Modernisiert;Gas-Heizung;Erdgas schwer;;Verbrauchsausweis;;E
123938147;30900;30900 Wedemark, Hannover (Kreis);Reihenmittelhaus;2;140;448000;215;6;5;1;2000;2018;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;A
123938150;71720;71720 Oberstenfeld, Ludwigsburg (Kreis);Doppelhaushälfte;2;98;515000;391;5;;1;1966;;Haus fertig gestellt;Vollständig renoviert;Zentralheizung;Öl;liegt vor;Bedarfsausweis;94,3;C
123938219;38159;38159 Vechelde, Peine (Kreis);Mehrfamilienhaus;3;300;229000;912;8;5;3;1951;;Haus fertig gestellt;Renovierungsbedürftig;Zentralheizung;Öl;liegt vor;Bedarfsausweis;284;H
123938252;52477;52477 Alsdorf, Aachen (Kreis);;3;170;635000;844;6;3;2;1994;;;Gepflegt;Ofenheizung;Öl;liegt vor;Verbrauchsausweis;;H
123938286;82380;82380 Peißenberg, Weilheim-Schongau (Kreis);Einfamilienhaus (freistehend);3;148;785000;801;4;3;2;1999;;;Gepflegt;Fernwärme;Fernwärme;liegt vor;Verbrauchsausweis;;C
123938309;46446;46446 Emmerich am Rhein, Kleve (Kreis);Doppelhaushälfte;1;80,8;229500;218;3;2;1;2000;;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;121,3;E
123938375;21224;21224 Rosengarten, Harburg (Kreis);;2;232,46;749000;780;6;;3;1969;2003;;Saniert;Etagenheizung;Solar, Öl, Holz;liegt vor;Verbrauchsausweis;;C
123938410;27580;27580 Bremerhaven, Lehe;Villa;2;285;690000;882;7;4;2;1996;;;Neuwertig;Zentralheizung;Öl;liegt vor;Bedarfsausweis;148;E
123938421;57482;57482 Wenden, Olpe (Kreis);Mehrfamilienhaus;2;188,4;329000;593;8;4;2;1966;2007;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;206;G
123938534;66450;66450 Bexbach, Saarpfalz-Kreis;Einfamilienhaus (freistehend);2;163;295000;568;6;4;1;1967;;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;F
123938576;24340;24340 Eckernförde, Rendsburg-Eckernförde (Kreis);Doppelhaushälfte;2;80;259000;617,5;3,5;1;1;1935;2018;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;205,1;G
123938694;01612;01612 Glaubitz, Meißen (Kreis);Einfamilienhaus (freistehend);2;140;270000;1240;4;3;1;1900;2010;Haus fertig gestellt;Renovierungsbedürftig;Ofenheizung;Öl;liegt vor;Bedarfsausweis;223;G
123938774;63517;63517 Rodenbach, Main-Kinzig-Kreis;Reiheneckhaus;2;127,2;475000;274;5;;1;1997;2020;Haus fertig gestellt;Vollständig renoviert;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;D
123938908;56651;56651 Niederzissen, Ahrweiler (Kreis);Einfamilienhaus (freistehend);2;143;359900;480;5;3;1;2021;;Haus in Planung (projektiert);Erstbezug;Wärmepumpe;;liegt vor;Bedarfsausweis;15,66;A+
123939111;53809;53809 Ruppichteroth, Rhein-Sieg-Kreis;Einfamilienhaus (freistehend);2;140;279000;633;5;3;2;2019;;Haus fertig gestellt;Neuwertig;Fußbodenheizung;;liegt vor;Bedarfsausweis;23,03;A+
123939230;89233;89233 Gerlenhofen, Neu-Ulm;Einfamilienhaus (freistehend);2;204;680000;654;7;;3;1979;;;Gepflegt;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;D
123939359;07607;07607 Eisenberg, Saale-Holzland-Kreis;Mehrfamilienhaus;2;7609;15000000;11936;116;;;1994;;;Saniert;;Fernwärme;liegt vor;Verbrauchsausweis;;B
123939442;89269;89269 Vöhringen, Neu-Ulm (Kreis);Einfamilienhaus (freistehend);1;162,66;549000;598;5;3;2;1900;;;Modernisiert;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;D
123939703;02747;02747 Rennersdorf, Berthelsdorf;;1;180;205000;3930;6;4;2;1949;1998;;;Zentralheizung;Öl, Kohle;liegt vor;Bedarfsausweis;252;H
123939710;88175;88175 Scheidegg, Lindau (Bodensee) (Kreis);Einfamilienhaus (freistehend);3;160;829000;1095;5;4;2;2003;2017;;Modernisiert;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;B
123940181;73431;73431 Aalen, östliche Bahnlinie;Reihenmittelhaus;3;97;250000;240;4;;;1912;2019;Haus fertig gestellt;Modernisiert;;Gas;liegt vor;Bedarfsausweis;85;C
123940192;66793;66793 Saarwellingen, Saarlouis (Kreis);Einfamilienhaus (freistehend);3;115;170000;830;5;;1;1953;;;;;Öl;liegt vor;Bedarfsausweis;403,8;H
123940715;26209;26209 Hatten, Oldenburg (Kreis);Einfamilienhaus (freistehend);2;225;1190000;7993;7;;;1951;;;;Zentralheizung;Gas;liegt vor;Bedarfsausweis;375,1;H
123940799;31311;31311 Uetze, Hannover (Kreis);Mehrfamilienhaus;2;214;470000;1356;8;;2;1977;2018;;Neuwertig;Zentralheizung;Öl;liegt vor;Bedarfsausweis;193,8;F
123940805;66509;66509 Rieschweiler-Mühlbach, Südwestpfalz (Kreis);Mehrfamilienhaus;3;225;119000;281;7;4;3;1975;2019;;Nach Vereinbarung;Etagenheizung;;liegt vor;Bedarfsausweis;132;E
123940856;71332;71332 Waiblingen, Rems-Murr-Kreis;Mehrfamilienhaus;3;100;260000;58;5;2;2;1900;;;Renovierungsbedürftig;Etagenheizung;Gas;liegt vor;Bedarfsausweis;301,3;H
123940887;26802;26802 Moormerland, Leer (Kreis);Bauernhaus;3;130;239000;2699;4;3;2;1938;;;Gepflegt;Zentralheizung;;liegt vor;Bedarfsausweis;129,6;D
123940921;67659;67659 Kaiserslautern, Erlenbach;Reiheneckhaus;3;78;130000;88;3;1;1;1898;2015;Haus fertig gestellt;Renovierungsbedürftig;Zentralheizung;Gas;liegt vor;Bedarfsausweis;327,42;H
123940954;67304;67304 Eisenberg (Pfalz), Donnersbergkreis;Einfamilienhaus (freistehend);2;115;149000;500;6;5;1;1900;2019;;Gepflegt;Öl-Heizung;Öl;liegt vor;Bedarfsausweis;315;H
123941337;24848;24848 Kropp, Schleswig-Flensburg (Kreis);Einfamilienhaus (freistehend);2;140;230000;700;6;;2;1969;;;;Gas-Heizung;Gas;liegt vor;Bedarfsausweis;242,4;G
123941379;80999;80999 München, Untermenzing;Reihenmittelhaus;2;51,5;555000;219;3;2;1;1937;;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;299,5;H
123941385;28239;28239 Bremen, Oslebshausen;Doppelhaushälfte;2;111;275000;710;5;;;1961;;;;Zentralheizung;Gas;liegt vor;Bedarfsausweis;356,1;H
123941392;73240;73240 Wendlingen, Wendlingen am Neckar;Doppelhaushälfte;2;135;389000;323;5;4;1;1920;2005;Haus fertig gestellt;Saniert;Ofenheizung;Strom;liegt vor;Bedarfsausweis;183;F
123942022;97297;97297 Waldbüttelbrunn, Würzburg (Kreis);Wohnimmobilie (sonstige);2;256;680000;726;7;4;2;1981;;;;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;D
123942034;95659;95659 Arzberg, Wunsiedel im Fichtelgebirge (Kreis);Doppelhaushälfte;2;98;63000;533;4;;2;1926;2005;;;Ofenheizung;Öl, Strom, Holz;liegt vor;Bedarfsausweis;277;H
123942035;86929;86929 Penzing, Landsberg am Lech (Kreis);Einfamilienhaus (freistehend);3;169;730000;1080;5;;;1865;;Haus fertig gestellt;Gepflegt;Zentralheizung;Flüssiggas;liegt vor;Bedarfsausweis;221,6;G
123942036;48249;48249 Dülmen, Coesfeld (Kreis);Mehrfamilienhaus;1;248,42;550000;1050;10;;;1954;2001;Haus fertig gestellt;Gepflegt;Etagenheizung;Gas;liegt vor;Bedarfsausweis;148,5;E
123942043;95615;95615 Marktredwitz, Wunsiedel im Fichtelgebirge (Kreis);Einfamilienhaus (freistehend);1;170;315000;534;6;;2;1979;;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;C
123942179;96224;96224 Burgkunstadt, Lichtenfels (Kreis);Mehrfamilienhaus;1;260;355000;781;11;;3;2000;2020;;;Zentralheizung;Gas;liegt vor;Bedarfsausweis;67,26;B
123942235;28779;28779 Bremen, Blumenthal (Ortsteil);Einfamilienhaus (freistehend);2;138;310000;891;5;4;1;1963;;;Renovierungsbedürftig;Zentralheizung;Öl;liegt vor;Bedarfsausweis;284;H
123942580;79395;79395 Neuenburg am Rhein-Neuenburg, Neuenburg am Rhein;Einfamilienhaus (freistehend);2;191,46;545000;650;6;;;1998;;;;Ofenheizung;Strom;liegt vor;Verbrauchsausweis;;E
123942679;72581;72581 Dettingen, Dettingen an der Erms;Einfamilienhaus (freistehend);2;89,3;615000;648;2,5;;;1987;;Haus fertig gestellt;Gepflegt;Ofenheizung;Holz;liegt vor;Bedarfsausweis;162,5;F
123942747;80999;80999 München, Untermenzing;Mehrfamilienhaus;2;393,86;3550000;840;15;;;;;Haus im Bau;Erstbezug;Wärmepumpe;Umweltwärme;liegt vor;Bedarfsausweis;16,2;A+
123942768;66976;66976 Rodalben, Südwestpfalz (Kreis);Doppelhaushälfte;2;90;149000;523;4;3;1;1950;;;;;Gas;liegt vor;Bedarfsausweis;308,2;H
123943058;19294;19294 Krinitz Milow, Ludwigslust-Parchim (Kreis);Einfamilienhaus (freistehend);2;130;195000;43595;5;4;2;1900;;;Gepflegt;;;liegt vor;Bedarfsausweis;350,4;H
123943113;01445;01445 Radebeul, Meißen (Kreis);Einfamilienhaus (freistehend);3;220,44;728000;1417,19;8;3;2;1992;2010;Haus fertig gestellt;Modernisiert;Zentralheizung;Solar, Umweltwärme;liegt vor;Verbrauchsausweis;;A
123943158;67547;67547 Worms, Innenstadt Süd;Reiheneckhaus;2;106,55;320000;250;4;3;1;1979;;;Renovierungsbedürftig;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;F
123943414;26506;26506 Norden , Ostfriesl, Norden;Einfamilienhaus (freistehend);2;119;195000;290;5;4;2;1935;2019;;Modernisiert;;Gas, Holz;liegt vor;Bedarfsausweis;261,1;H
123943424;47574;47574 Goch, Kleve (Kreis);Reihenmittelhaus;2;122;217000;127;4;;;1944;2015;Haus fertig gestellt;Modernisiert;Zentralheizung;Gas;liegt vor;Bedarfsausweis;137,3;E
123944038;33154;33154 Salzkotten, Paderborn (Kreis);Mehrfamilienhaus;2;212,95;339000;793;6;;;1954;1995;;;Zentralheizung;Öl;liegt vor;Bedarfsausweis;122;D
123944355;24882;24882 Schaalby, Schleswig-Flensburg (Kreis);Einfamilienhaus (freistehend);2;262;670000;1275;8;;;1997;;Haus fertig gestellt;Gepflegt;Zentralheizung;Fernwärme;liegt vor;Bedarfsausweis;123,5;D
123944617;75177;75177 Pforzheim, Nordstadt;Besondere Immobilie;3;78;408000;836;3,5;;1;1954;2005;;Renovierungsbedürftig;Gas-Heizung;Gas;liegt vor;Verbrauchsausweis;;E
123944623;25926;25926 Ladelund, Nordfriesland (Kreis);Einfamilienhaus (freistehend);3;104,4;189000;677;5;;1;1954;2020;;Modernisiert;Zentralheizung;Öl;liegt vor;Bedarfsausweis;117,7;D
123944815;21423;21423 Winsen (Luhe), Harburg (Kreis);Bungalow;3;134;398000;704;4;3;1;1976;;;Renovierungsbedürftig;Zentralheizung;Öl;liegt vor;Bedarfsausweis;298,7;H
123944842;61118;61118 Bad Vilbel, Wetteraukreis;Einfamilienhaus (freistehend);4;225;850000;441;8;;;1969;1985;Haus fertig gestellt;Gepflegt;Gas-Heizung;Erdgas leicht;liegt vor;Bedarfsausweis;126,9;D
123944929;28355;28355 Bremen, Oberneuland;Doppelhaushälfte;3;115;449000;490;5;4;1;1972;;;Modernisiert;Zentralheizung;Öl;liegt vor;Bedarfsausweis;156,6;E
123945028;78199;78199 Bräunlingen, Schwarzwald-Baar-Kreis;Mehrfamilienhaus;3;279;795000;691;12;;;2018;;Haus fertig gestellt;Neuwertig;Fußbodenheizung;;liegt vor;Bedarfsausweis;19;A+
123945033;47551;47551 Bedburg-Hau, Kleve (Kreis);Mehrfamilienhaus;3;216;399500;758;6;4;2;1979;1996;;Gepflegt;Zentralheizung;Gas;;Verbrauchsausweis;;D
123945323;73765;73765 Neuhausen auf den Fildern, Esslingen (Kreis);Reihenmittelhaus;4;130;495000;172;4,5;3;1;1984;2012;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;D
123945328;73765;73765 Neuhausen auf den Fildern, Esslingen (Kreis);Reihenmittelhaus;4;130;495000;172;4,5;3;1;1984;2012;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;D
123945331;73765;73765 Neuhausen auf den Fildern, Esslingen (Kreis);Reiheneckhaus;4;130;515000;172;4,5;3;1;1984;2012;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;C
123945468;12526;12526 Berlin, Bohnsdorf;Einfamilienhaus (freistehend);4;136;415000;489;5;;2;1996;;;Gepflegt;Zentralheizung;Erdgas leicht;liegt vor;Bedarfsausweis;122,6;D
123945684;28325;28325 Bremen, Tenever;;3;122;325000;180;5;4;2;1978;2005;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;B
123945996;21423;21423 Winsen (Luhe), Harburg (Kreis);Wohnimmobilie (sonstige);3;145;435000;1159;3;2;;1994;;Haus fertig gestellt;Gepflegt;Zentralheizung;Erdgas leicht;liegt vor;Bedarfsausweis;56,7;B
123946335;32108;32108 Bad Salzuflen-Schötmar, Bad Salzuflen;Einfamilienhaus (freistehend);2;159;419000;1278;4;;;1954;;;;;Gas;liegt vor;Bedarfsausweis;295,5;H
123946396;73666;73666 Baltmannsweiler, Esslingen (Kreis);Bungalow;2;130,14;589000;754;5,5;;;unbekannt;;;;;KWK fossil;liegt vor;Bedarfsausweis;324,2;H
123946569;82256;82256 Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Reihenmittelhaus;2;115;845000;93;5;3;;2019;;;Neuwertig;Zentralheizung;Gas;liegt vor;Bedarfsausweis;34,1;A
123946713;13051;13051 Berlin, Alt-Hohenschönhausen;Einfamilienhaus (freistehend);1;104;530000;598;4;2;1;1936;;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;331,4;H
123946964;27639;27639 Wurster Nordseeküste, Dorum;Bungalow;1;117,15;275000;601;4;;;1997;;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;C
123947062;30823;30823 Garbsen, Hannover (Kreis);Reiheneckhaus;3;164,23;375000;171,23;5;4;2;1967;;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;213,5;G
123947323;54655;54655 Kyllburg, Bitburg-Prüm (Kreis);Einfamilienhaus (freistehend);3;150;72000;300;8;5;1;1900;;Haus fertig gestellt;Renovierungsbedürftig;Öl-Heizung;Öl;liegt vor;Bedarfsausweis;265;H
123947339;29386;29386 Obernholz, Gifhorn (Kreis);Mehrfamilienhaus;2;235;135000;1000;10;6;2;1900;1990;Haus fertig gestellt;Renovierungsbedürftig;Öl-Heizung;Öl;liegt vor;Bedarfsausweis;171,7;F
123947378;74343;74343 Sachsenheim, Ludwigsburg (Kreis);Einfamilienhaus (freistehend);3;206;799000;611;7;4;2;1980;2019;;Gepflegt;Fußbodenheizung;Öl;liegt vor;Verbrauchsausweis;;E
123947449;73666;73666 Baltmannsweiler, Esslingen (Kreis);Reihenmittelhaus;3;152;448000;211;6;;2;1974;2018;;Modernisiert;Wärmepumpe;Strom;liegt vor;Bedarfsausweis;48,7;A
123947459;71638;71638 Ludwigsburg / Grünbühl, Süd;Mehrfamilienhaus;2;135,43;1025000;377;6;4;2;1999;;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;B
123947464;61267;61267 Neu-Anspach, Hochtaunuskreis;Einfamilienhaus (freistehend);2;105;289000;312;4;;;1920;;;;;Öl;;Bedarfsausweis;198,6;F
123947553;60433;60433 Frankfurt am Main, Eschersheim;Reiheneckhaus;4;206;945000;298;6;5;2;2007;2017;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;B
123947602;60388;60388 Frankfurt am Main, Bergen-Enkheim;Villa;2;356;2550000;1030;8;5;3;1960;2018;Haus fertig gestellt;Neuwertig;Zentralheizung;Gas;liegt vor;Bedarfsausweis;105,1;D
123947663;95028;95028 Hof, Innenstadt;Mehrfamilienhaus;2;300;545000;905;9;;;1982;;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;135;E
123947707;76185;76185 Karlsruhe, Weststadt;Villa;3;245;2100000;509;7;;1;1936;2016;Haus fertig gestellt;Modernisiert;Zentralheizung;Gas;liegt vor;Bedarfsausweis;246,7;G
123948078;55483;55483 Heinzenbach, Rhein-Hunsrück-Kreis;Doppelhaushälfte;3;151,44;190000;1900;5;4;1;1980;;;Renovierungsbedürftig;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;F
123948108;55483;55483 Heinzenbach, Rhein-Hunsrück-Kreis;Mehrfamilienhaus;3;302,88;397000;3361;10;8;2;1980;;;Gepflegt;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;F
123948230;21147;21147 Hamburg, Hausbruch;Doppelhaushälfte;2;93;449000;300;4;3;2;1991;;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;116,6;D
123948289;21149;21149 Hamburg, Neugraben-Fischbek;Einfamilienhaus (freistehend);2;265;489000;1949;6;5;2;1962;;;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;186;F
123948310;65451;65451 Kelsterbach, Groß-Gerau (Kreis);Reiheneckhaus;3;116;649000;202;4,5;3;1;2014;;;Neuwertig;Zentralheizung;Fernwärme;liegt vor;Bedarfsausweis;65;B
123948354;22119;22119 Hamburg, Billstedt;;2;120;491000;555;4;3;3;1958;2012;;;Öl-Heizung;Öl;liegt vor;Bedarfsausweis;158,2;E
123948473;02906;02906 Kreba- Neudorf, Kreba-Neudorf;Einfamilienhaus (freistehend);2;160;155000;3360;7;3;2;1920;1998;;;Zentralheizung;Gas, Kohle;liegt vor;Bedarfsausweis;285;H
123948500;70771;70771 Leinfelden, Leinfelden-Echterdingen;Einfamilienhaus (freistehend);1;177;1099000;461;6;4;2;1986;;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;120;D
123948591;76829;76829 Landau, Landau-Godramstein;Reihenmittelhaus;3;142;435000;200;5,5;4;2;unbekannt;2012;;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;C
123948751;87629;87629 Nähe Füssen, Ostallgäu (Kreis);Bungalow;1;120;400000;600;3,5;2;1;2015;2015;Haus fertig gestellt;Gepflegt;Zentralheizung;Gas;liegt vor;Verbrauchsausweis;;A
123949476;84434;84434 Kirchberg, Erding (Kreis);Einfamilienhaus (freistehend);1;120;679000;413;4;3;2;2008;2020;;Modernisiert;Zentralheizung;Flüssiggas;liegt vor;Verbrauchsausweis;;C
123949497;21224;21224 Rosengarten, Harburg (Kreis);Doppelhaushälfte;1;108;399000;615;4;3;1;1976;;;Gepflegt;Etagenheizung;Öl;liegt vor;Bedarfsausweis;102,1;D
123949505;92521;92521 Schwarzenfeld, Schwandorf (Kreis);Einfamilienhaus (freistehend);1;145,73;330000;851;6;3;2;1955;;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;E
123949852;50735;50735 Köln / Niehl, Köln;Mehrfamilienhaus;4;375;1125000;533;9;;;1983;;;Gepflegt;Etagenheizung;Gas;liegt vor;Bedarfsausweis;113,8;D
123949890;01445;01445 Radebeul, Meißen (Kreis);Wohnimmobilie (sonstige);2;185;515000;510;7;2;2;1900;2017;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;288,5;G
123950689;76344;76344 Eggenstein-Leopoldshafen, Karlsruhe (Kreis);Einfamilienhaus (freistehend);2;148;759000;277;6;;2;2000;;Haus fertig gestellt;Neuwertig;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;C
123951034;33181;33181 Bad Wünnenberg / Fürstenberg, Bad Wünnenberg;Einfamilienhaus (freistehend);2;146;324500;1000;7;4;2;1975;;;Gepflegt;Zentralheizung;Gas;liegt vor;Bedarfsausweis;158,4;E
123952353;44359;44359 Dortmund, Nette;Mehrfamilienhaus;2;190;627000;810;9;4;3;unbekannt;;;;;Gas;liegt vor;Bedarfsausweis;190,2;F
123954398;52511;52511 Geilenkirchen, Heinsberg (Kreis);Einfamilienhaus (freistehend);2;182;365000;2059;6;4;2;1992;;;;Zentralheizung;Öl;liegt vor;Verbrauchsausweis;;D
123955917;61440;61440 Oberursel, Oberursel (Taunus);Mehrfamilienhaus;8;1171;4600000;786;47;31;15;1971;2019;Haus fertig gestellt;Gepflegt;Zentralheizung;Öl;liegt vor;Bedarfsausweis;109;D
123956562;64331;64331 Weiterstadt, Darmstadt-Dieburg (Kreis);Einfamilienhaus (freistehend);1;120;459000;289;6;;1;1961;;Haus fertig gestellt;Renovierungsbedürftig;Zentralheizung;Öl;liegt vor;Bedarfsausweis;253;H
123956764;79639;79639 Grenzach-Wyhlen, Lörrach (Kreis);Reihenmittelhaus;2;128;540000;58,5;4,5;;2;2016;;Haus fertig gestellt;Neuwertig;Gas-Heizung;Gas;liegt vor;Bedarfsausweis;42;A
123957253;66773;66773 Schwalbach, Saarlouis (Kreis);Einfamilienhaus (freistehend);2;171,92;257999;670;6;3;1;2021;;Haus in Planung (projektiert);Erstbezug;Gas-Heizung;Solar, Gas;liegt vor;Verbrauchsausweis;;A
123957647;26197;26197 Großenkneten, Oldenburg (Kreis);Mehrfamilienhaus;2;266;449500;898;8;6;2;1999;;Haus fertig gestellt;Gepflegt;Gas-Heizung;Gas;liegt vor;Bedarfsausweis;117;D
