sex;age;agegr;placesize;region;edu;eduspec;socprof;unempdur;income;marital;mmarr;ymarr;msepdiv;ysepdiv;ls;depress;trust;trustfam;trustneigh;sport;nofriend;smoke;nociga;alcabuse;alcsol;workab;wkabdur;wkabint;wkabintdur;emcc;englang;height;weight;bmi
FEMALE;20;16-24;RURAL AREAS;Pomorskie;SECONDARY;no specialisation;PUPIL OR STUDENT;0;NA;SINGLE;NA;NA;NA;NA;DELIGHTED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;NA;-8;NO;NA;NA;PASSIVE;167;52;18.645344042454013
MALE;55;45-59;URBAN BELOW 20,000;Mazowieckie;POST-SECONDARY OR HIGHER;architecture and construction;EMPLOYED IN PRIVATE SECTOR;0;7700;MARRIED;5;1990;NA;NA;PLEASED;5;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;169;76;26.609712545078956
MALE;54;45-59;RURAL AREAS;Lodzkie;SECONDARY;agriculture, forestry, fishing;FARMER;0;2000;MARRIED;5;1984;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;184;88;25.99243856332703
FEMALE;20;16-24;RURAL AREAS;Mazowieckie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;14;ONE CAN`T BE TOO CAREFUL;NO;NO;NO;1;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;166;56;20.322252866889244
FEMALE;52;45-59;URBAN 200,000-500,000;Slaskie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PRIVATE SECTOR;0;1200;MARRIED;10;1980;NA;NA;PLEASED;2;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;10;NO;-8;NO;NO;NO;-8;YES, TO EU COUNTRY;LESS THAN 1 TO 2 YEARS;GERMANY;NONE;164;100;37.18024985127901
MALE;56;45-59;URBAN 100,000-200,000;Wielkopolskie;POST-SECONDARY OR HIGHER;technical science;EMPLOYED IN PUBLIC SECTOR;0;1300;MARRIED;10;1975;NA;NA;MOSTLY SATISFIED;10;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;172;93;31.435911303407252
FEMALE;40;35-44;RURAL AREAS;Warminsko-mazurskie;SECONDARY;healthcare;OTHER ECONOMICALLY INACTIVE;-8;NA;MARRIED;11;1993;NA;NA;PLEASED;3;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;5;YES;5;NO;NO;NA;-8;NO;NA;NA;NONE;170;63;21.79930795847751
MALE;22;16-24;RURAL AREAS;Mazowieckie;SECONDARY;technical science;EMPLOYED IN PRIVATE SECTOR;0;1500;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;9;IT`S DIFFICULT TO TELL;NO OPINION;NO OPINION;NO;0;YES;10;NO;NO;NO;-8;NO;NA;NA;ACTIVE;187;85;24.307243558580453
FEMALE;70;65+;RURAL AREAS;Pomorskie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;-8;1450;WIDOWED;3;1960;8;1991;PLEASED;5;ONE CAN`T BE TOO CAREFUL;NO OPINION;NO OPINION;YES;0;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;158;50;20.028841531805796
MALE;58;45-59;RURAL AREAS;Wielkopolskie;SECONDARY;technical science;SELF-EMPLOYED;-8;2000;MARRIED;7;1980;NA;NA;MOSTLY SATISFIED;5;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;2;NO;-8;YES;YES;NO;-8;NO;NA;NA;NONE;187;98;28.024821985186875
FEMALE;33;25-34;RURAL AREAS;Slaskie;SECONDARY;social sciences;EMPLOYED IN PRIVATE SECTOR;0;1200;MARRIED;8;2000;NA;NA;PLEASED;4;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;6;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;170;59;20.41522491349481
MALE;52;45-59;RURAL AREAS;Warminsko-mazurskie;VOCATIONAL/GRAMMAR;technical science;UNEMPLOYED;8;-8;SINGLE;NA;NA;NA;NA;MIXED;7;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;1;YES;25;NO;YES;NO;-8;YES, TO EU COUNTRY;IT DEPENDS;GERMANY;NONE;174;85;28.075042938300964
FEMALE;71;65+;RURAL AREAS;Podkarpackie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;-8;800;MARRIED;6;1958;NA;NA;MOSTLY SATISFIED;14;IT`S DIFFICULT TO TELL;YES;YES;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;70;27.343749999999996
MALE;26;25-34;RURAL AREAS;Kujawsko-pomorskie;PRIMARY/NO EDUCATION;no specialisation;UNEMPLOYED;24;NA;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;NO OPINION;NO OPINION;NO;0;NO;-8;NO;NO;NO;-8;YES, TO EU COUNTRY;FOREVER;NA;NONE;160;70;27.343749999999996
FEMALE;60;60-64;URBAN BELOW 20,000;Pomorskie;PRIMARY/NO EDUCATION;no specialisation;LONG-TERM SICK/DISABLED;0;810;WIDOWED;9;1972;1;2005;PLEASED;8;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;NO;3;NO;-8;NO;NO;NA;-8;NO;NA;NA;NONE;167;95;34.06360930832945
FEMALE;86;65+;URBAN BELOW 20,000;Opolskie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;24;-8;WIDOWED;6;1946;10;2007;PLEASED;10;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;55;21.484374999999996
FEMALE;55;45-59;URBAN 100,000-200,000;Swietokrzyskie;SECONDARY;services for the population and transport services;UNEMPLOYED;3;1000;MARRIED;9;1981;NA;NA;PLEASED;4;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;165;68;24.977043158861342
FEMALE;56;45-59;URBAN BELOW 20,000;Dolnoslaskie;VOCATIONAL/GRAMMAR;services for the population and transport services;EMPLOYED IN PRIVATE SECTOR;-8;920;MARRIED;5;1974;NA;NA;MOSTLY DISSATISFIED;19;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;0;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;50;19.531249999999996
FEMALE;65;65+;URBAN 100,000-200,000;Slaskie;VOCATIONAL/GRAMMAR;services for the population and transport services;OTHER ECONOMICALLY INACTIVE;-8;NA;MARRIED;5;1964;NA;NA;MOSTLY SATISFIED;NA;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;158;76;NA
MALE;58;45-59;RURAL AREAS;Swietokrzyskie;PRIMARY/NO EDUCATION;no specialisation;OTHER ECONOMICALLY INACTIVE;7;NA;MARRIED;10;1986;NA;NA;MOSTLY DISSATISFIED;11;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;172;82;27.717685235262305
FEMALE;41;35-44;RURAL AREAS;Mazowieckie;VOCATIONAL/GRAMMAR;services for the population and transport services;EMPLOYED IN PRIVATE SECTOR;0;1200;MARRIED;6;1998;NA;NA;MOSTLY SATISFIED;1;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;165;60;22.03856749311295
FEMALE;28;25-34;URBAN 500,000 AND OVER;Mazowieckie;POST-SECONDARY OR HIGHER;biological sciences;OTHER ECONOMICALLY INACTIVE;4;1500;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;7;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;NO;7;YES;5;NO;NO;NO;-8;YES, TO EU COUNTRY;LESS THAN 1 YEAR;SPAIN;ACTIVE;165;59;21.6712580348944
MALE;43;35-44;URBAN 20,000-100,000;Pomorskie;SECONDARY;technical science;LONG-TERM SICK/DISABLED;0;800;MARRIED;8;1989;NA;NA;PLEASED;4;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;20;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;181;100;30.52409877598364
FEMALE;57;45-59;URBAN 100,000-200,000;Opolskie;SECONDARY;no specialisation;UNEMPLOYED;24;NA;MARRIED;12;1972;NA;NA;PLEASED;5;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;164;72;26.769779892920884
MALE;48;45-59;RURAL AREAS;Podlaskie;SECONDARY;agriculture, forestry, fishing;FARMER;-8;1500;MARRIED;5;2007;NA;NA;MOSTLY SATISFIED;4;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;180;75;23.148148148148145
MALE;20;16-24;URBAN 20,000-100,000;Pomorskie;SECONDARY;no specialisation;PUPIL OR STUDENT;0;1100;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;2;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;10;NO;-8;NO;NO;NA;-8;NO;NA;NA;ACTIVE;175;65;21.224489795918366
FEMALE;81;65+;RURAL AREAS;Podkarpackie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;0;900;WIDOWED;4;1963;9;1985;MIXED;19;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;70;27.343749999999996
FEMALE;61;60-64;URBAN BELOW 20,000;Lubelskie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;0;700;MARRIED;4;1970;NA;NA;MOSTLY SATISFIED;10;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;165;65;23.875114784205696
MALE;18;16-24;RURAL AREAS;Swietokrzyskie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;-8;-8;SINGLE;NA;NA;NA;NA;PLEASED;1;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;180;93;28.703703703703702
FEMALE;74;65+;RURAL AREAS;Malopolskie;SECONDARY;healthcare;NA;-8;1281;MARRIED;7;1955;NA;NA;PLEASED;11;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;156;60;24.654832347140037
FEMALE;76;65+;URBAN 500,000 AND OVER;Mazowieckie;SECONDARY;no specialisation;RETIRED;24;1700;SINGLE;NA;NA;NA;NA;MOSTLY DISSATISFIED;9;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;168;53;18.77834467120182
FEMALE;40;35-44;RURAL AREAS;Lodzkie;PRIMARY/NO EDUCATION;no specialisation;UNEMPLOYED;6;1700;MARRIED;4;1992;NA;NA;MOSTLY SATISFIED;2;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;84;32.81249999999999
FEMALE;25;25-34;URBAN 100,000-200,000;Slaskie;POST-SECONDARY OR HIGHER;economy and administration;EMPLOYED IN PRIVATE SECTOR;0;-8;SINGLE;NA;NA;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;ACTIVE;166;75;27.21730294672667
FEMALE;44;35-44;RURAL AREAS;Podkarpackie;POST-SECONDARY OR HIGHER;pedagogics;FARMER;0;-8;MARRIED;9;1987;NA;NA;PLEASED;2;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;159;58;22.942130453700404
FEMALE;59;45-59;URBAN 100,000-200,000;Malopolskie;VOCATIONAL/GRAMMAR;agriculture, forestry, fishing;OTHER ECONOMICALLY INACTIVE;-8;-8;MARRIED;10;1991;NA;NA;PLEASED;2;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;20;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;155;60;24.97398543184183
FEMALE;53;45-59;URBAN 100,000-200,000;Malopolskie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PRIVATE SECTOR;0;-8;MARRIED;4;1977;NA;NA;MOSTLY SATISFIED;14;IT`S DIFFICULT TO TELL;YES;NO OPINION;YES;10;YES;10;NO;NO;NO;-8;NO;NA;NA;NONE;170;64;22.145328719723185
MALE;32;25-34;URBAN 100,000-200,000;Malopolskie;VOCATIONAL/GRAMMAR;production and processing;EMPLOYED IN PRIVATE SECTOR;0;1400;MARRIED;4;2002;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;10;NO;-8;YES;NO;NO;-8;NO;NA;NA;NONE;176;95;30.668904958677686
FEMALE;45;45-59;URBAN 100,000-200,000;Zachodnio-pomorskie;VOCATIONAL/GRAMMAR;services for the population and transport services;EMPLOYED IN PRIVATE SECTOR;0;1200;MARRIED;6;1987;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;157;58;23.53036634346221
FEMALE;40;35-44;RURAL AREAS;Pomorskie;SECONDARY;agriculture, forestry, fishing;SELF-EMPLOYED;0;-8;MARRIED;6;1992;NA;NA;MOSTLY SATISFIED;6;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;1;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;58;22.656249999999996
MALE;68;65+;RURAL AREAS;Kujawsko-pomorskie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;0;760;MARRIED;7;1965;NA;NA;MIXED;6;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;0;YES;30;NO;NO;NO;-8;NO;NA;NA;NONE;174;105;34.68093539437178
MALE;78;65+;URBAN 100,000-200,000;Swietokrzyskie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;24;1600;MARRIED;10;1958;NA;NA;PLEASED;6;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;6;YES;20;NO;NO;NO;-8;NO;NA;NA;NONE;175;68;22.20408163265306
MALE;47;45-59;URBAN BELOW 20,000;Opolskie;PRIMARY/NO EDUCATION;no specialisation;OTHER ECONOMICALLY INACTIVE;18;NA;MARRIED;6;1989;NA;NA;MIXED;5;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;6;YES;10;NO;NO;NO;-8;YES, TO EU COUNTRY;IT DEPENDS;GERMANY;NONE;180;85;26.234567901234566
MALE;49;45-59;RURAL AREAS;Malopolskie;VOCATIONAL/GRAMMAR;services for the population and transport services;UNEMPLOYED;17;NA;MARRIED;3;1989;5;2000;MOSTLY DISSATISFIED;9;ONE CAN`T BE TOO CAREFUL;NO OPINION;NO;YES;2;YES;20;NO;NO;NO;-8;NO;NA;NA;NONE;181;74;22.587833094227893
FEMALE;33;25-34;URBAN 500,000 AND OVER;Wielkopolskie;POST-SECONDARY OR HIGHER;social sciences;EMPLOYED IN PUBLIC SECTOR;0;-8;MARRIED;9;2004;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;152;50;21.641274238227147
MALE;47;45-59;URBAN BELOW 20,000;Mazowieckie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PRIVATE SECTOR;-8;2000;MARRIED;4;1999;NA;NA;MIXED;6;MOST PEOPLE CAN BE TRUSTED;NO OPINION;NO OPINION;YES;1;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;166;95;34.47525039918711
FEMALE;50;45-59;URBAN 100,000-200,000;Slaskie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PRIVATE SECTOR;0;1300;MARRIED;9;1979;NA;NA;MOSTLY SATISFIED;4;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;9;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;158;62;24.83576349943919
MALE;17;16-24;RURAL AREAS;Podlaskie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;MOSTLY SATISFIED;1;IT`S DIFFICULT TO TELL;YES;NO OPINION;NO;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;183;84;25.082863029651524
MALE;68;65+;URBAN 200,000-500,000;Podkarpackie;POST-SECONDARY OR HIGHER;technical science;RETIRED;0;3000;MARRIED;7;1967;NA;NA;MOSTLY SATISFIED;0;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;20;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;173;75;25.05930702662969
FEMALE;34;25-34;URBAN 100,000-200,000;Slaskie;SECONDARY;social sciences;EMPLOYED IN PRIVATE SECTOR;0;1400;DIVORCED;3;2001;4;2010;MOSTLY DISSATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;60;23.437499999999996
FEMALE;87;65+;RURAL AREAS;Warminsko-mazurskie;PRIMARY/NO EDUCATION;no specialisation;RETIRED;-8;1300;WIDOWED;9;1942;4;1999;PLEASED;13;MOST PEOPLE CAN BE TRUSTED;YES;YES;YES;1;NO;-8;NO;NO;NA;-8;NO;NA;NA;NONE;158;62;24.83576349943919
FEMALE;64;60-64;RURAL AREAS;Lubelskie;VOCATIONAL/GRAMMAR;agriculture, forestry, fishing;RETIRED;24;580;MARRIED;9;1966;NA;NA;MIXED;10;ONE CAN`T BE TOO CAREFUL;NO OPINION;NO OPINION;YES;0;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;165;60;22.03856749311295
FEMALE;60;60-64;RURAL AREAS;Pomorskie;PRIMARY/NO EDUCATION;no specialisation;UNEMPLOYED;12;NA;MARRIED;2;1971;NA;NA;MIXED;7;ONE CAN`T BE TOO CAREFUL;NO;NO;NO;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;162;81;30.864197530864192
FEMALE;60;60-64;URBAN 100,000-200,000;Podkarpackie;SECONDARY;technical science;RETIRED;-8;1000;MARRIED;8;1976;NA;NA;PLEASED;1;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;162;71;27.053802773967377
FEMALE;73;65+;URBAN 100,000-200,000;Wielkopolskie;SECONDARY;social sciences;RETIRED;-8;1030;WIDOWED;1;1961;4;2011;PLEASED;7;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;20;YES;5;NO;NO;NO;-8;NO;NA;NA;NONE;164;68;25.282569898869724
MALE;62;60-64;URBAN 20,000-100,000;Pomorskie;VOCATIONAL/GRAMMAR;technical science;RETIRED;0;2200;MARRIED;12;1975;NA;NA;MOSTLY SATISFIED;5;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;173;78;26.061679307694877
MALE;22;16-24;RURAL AREAS;Pomorskie;SECONDARY;no specialisation;PUPIL OR STUDENT;0;-8;SINGLE;NA;NA;NA;NA;DELIGHTED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;NA;-8;NO;NA;NA;PASSIVE;176;80;25.826446280991735
FEMALE;75;65+;URBAN 20,000-100,000;Pomorskie;POST-SECONDARY OR HIGHER;technical science;RETIRED;-8;2000;MARRIED;8;1960;NA;NA;MOSTLY SATISFIED;9;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;158;70;28.040378144528116
MALE;74;65+;URBAN BELOW 20,000;Dolnoslaskie;VOCATIONAL/GRAMMAR;agriculture, forestry, fishing;RETIRED;24;1000;SINGLE;NA;NA;NA;NA;MIXED;15;ONE CAN`T BE TOO CAREFUL;NO OPINION;YES;YES;1;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;168;80;28.344671201814062
FEMALE;51;45-59;RURAL AREAS;Zachodnio-pomorskie;SECONDARY;technical science;EMPLOYED IN PUBLIC SECTOR;-8;1200;MARRIED;8;1981;NA;NA;MOSTLY SATISFIED;3;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;165;62;22.77318640955005
FEMALE;38;35-44;RURAL AREAS;Warminsko-mazurskie;VOCATIONAL/GRAMMAR;services for the population and transport services;OTHER ECONOMICALLY INACTIVE;0;1200;MARRIED;8;2008;NA;NA;MOSTLY SATISFIED;5;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;8;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;164;68;25.282569898869724
MALE;57;45-59;URBAN 500,000 AND OVER;Dolnoslaskie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PUBLIC SECTOR;0;3000;MARRIED;4;1985;NA;NA;MOSTLY SATISFIED;6;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;172;91;30.75987020010817
FEMALE;37;35-44;RURAL AREAS;Zachodnio-pomorskie;VOCATIONAL/GRAMMAR;social sciences;EMPLOYED IN PUBLIC SECTOR;-8;2200;MARRIED;4;1995;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;50;19.531249999999996
MALE;60;60-64;URBAN 500,000 AND OVER;Malopolskie;VOCATIONAL/GRAMMAR;technical science;OTHER ECONOMICALLY INACTIVE;-8;440;SINGLE;NA;NA;NA;NA;UNHAPPY;3;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;YES;10;NO;NO;NO;-8;NO;NA;NA;NONE;182;91;27.47252747252747
FEMALE;38;35-44;URBAN 100,000-200,000;Malopolskie;SECONDARY;no specialisation;EMPLOYED IN PRIVATE SECTOR;0;1200;MARRIED;12;1992;NA;NA;MOSTLY SATISFIED;0;IT`S DIFFICULT TO TELL;YES;NO OPINION;YES;3;NO;-8;NO;NO;NO;-8;NO;NA;NA;PASSIVE;170;75;25.95155709342561
FEMALE;77;65+;RURAL AREAS;Pomorskie;PRIMARY/NO EDUCATION;no specialisation;LONG-TERM SICK/DISABLED;0;500;WIDOWED;8;1977;4;2008;MIXED;13;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;6;NO;-8;NO;NO;NA;-8;NO;NA;NA;NONE;150;64;28.444444444444443
FEMALE;69;65+;URBAN BELOW 20,000;Pomorskie;PRIMARY/NO EDUCATION;not applicable;RETIRED;-8;1300;WIDOWED;NA;NA;NA;NA;PLEASED;11;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;15;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;164;74;27.513384889946465
MALE;66;65+;URBAN 20,000-100,000;Pomorskie;POST-SECONDARY OR HIGHER;law;RETIRED;0;2800;MARRIED;7;1969;NA;NA;MOSTLY SATISFIED;4;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;4;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;180;78;24.074074074074073
MALE;82;65+;RURAL AREAS;Wielkopolskie;SECONDARY;technical science;RETIRED;0;2300;MARRIED;6;1956;NA;NA;PLEASED;12;IT`S DIFFICULT TO TELL;YES;NO;YES;5;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;170;80;27.68166089965398
MALE;55;45-59;RURAL AREAS;Lodzkie;PRIMARY/NO EDUCATION;no specialisation;FARMER;0;1600;MARRIED;2;1978;NA;NA;PLEASED;4;ONE CAN`T BE TOO CAREFUL;YES;NO;YES;10;YES;25;YES;NO;NO;-8;NO;NA;NA;NONE;173;86;28.734672057202044
MALE;63;60-64;URBAN BELOW 20,000;Dolnoslaskie;VOCATIONAL/GRAMMAR;technical science;RETIRED;24;1600;MARRIED;12;1970;NA;NA;PLEASED;4;ONE CAN`T BE TOO CAREFUL;YES;YES;NO;14;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;180;79;24.382716049382715
FEMALE;67;65+;URBAN 100,000-200,000;Malopolskie;SECONDARY;no specialisation;RETIRED;-8;1300;WIDOWED;2;1963;NA;2009;PLEASED;16;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;5;NO;-8;NO;NA;NO;-8;NO;NA;NA;NONE;164;76;28.256989886972047
FEMALE;58;45-59;RURAL AREAS;Podkarpackie;VOCATIONAL/GRAMMAR;technical science;RETIRED;-8;700;MARRIED;5;1973;NA;NA;PLEASED;1;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;160;95;37.10937499999999
MALE;48;45-59;RURAL AREAS;Podkarpackie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PUBLIC SECTOR;0;-8;MARRIED;3;1990;NA;NA;PLEASED;0;ONE CAN`T BE TOO CAREFUL;YES;NO OPINION;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;182;95;28.680111097693512
FEMALE;62;60-64;RURAL AREAS;Lubelskie;VOCATIONAL/GRAMMAR;agriculture, forestry, fishing;RETIRED;-8;800;MARRIED;12;1968;NA;NA;PLEASED;12;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;158;74;29.642685467072578
FEMALE;35;35-44;RURAL AREAS;Swietokrzyskie;VOCATIONAL/GRAMMAR;services for the population and transport services;OTHER ECONOMICALLY INACTIVE;0;-8;MARRIED;4;1999;NA;NA;MOSTLY DISSATISFIED;1;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;2;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;164;60;22.308149910767405
MALE;48;45-59;RURAL AREAS;Malopolskie;VOCATIONAL/GRAMMAR;technical science;EMPLOYED IN PUBLIC SECTOR;0;955;MARRIED;10;1990;NA;NA;MIXED;4;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;5;YES;10;YES;YES;NO;-8;NO;NA;NA;NONE;180;90;27.777777777777775
FEMALE;17;16-24;URBAN 200,000-500,000;Malopolskie;VOCATIONAL/GRAMMAR;no specialisation;PUPIL OR STUDENT;-8;NA;SINGLE;NA;NA;NA;NA;PLEASED;0;IT`S DIFFICULT TO TELL;YES;NO;NO;13;NO;-8;NO;NO;NA;-8;YES, TO EU COUNTRY;NA;GREAT BRITAIN;ACTIVE;163;48;18.06616733787497
FEMALE;50;45-59;URBAN BELOW 20,000;Wielkopolskie;POST-SECONDARY OR HIGHER;social sciences;UNEMPLOYED;15;-8;MARRIED;11;1988;NA;NA;PLEASED;1;ONE CAN`T BE TOO CAREFUL;YES;YES;YES;8;YES;20;NO;NO;NO;-8;NO;NA;NA;NONE;165;48;17.63085399449036
FEMALE;39;35-44;RURAL AREAS;Malopolskie;VOCATIONAL/GRAMMAR;services for the population and transport services;PUPIL OR STUDENT;0;4500;MARRIED;8;1990;NA;NA;MOSTLY SATISFIED;0;ONE CAN`T BE TOO CAREFUL;YES;NO;NO;10;NO;-8;NO;NO;NO;-8;NO;NA;NA;NONE;172;67;22.647376960519203
